ID	Chromosome	Start	Stop	Symbol	Biotype
ENSMUSG00000085361	1	138991514	138992069	Gm16305	processed_pseudogene
ENSMUSG00000102157	1	139030185	139032982	Gm37470	TEC
ENSMUSG00000100798	1	88551517	88562167	Gm19589	lincRNA
ENSMUSG00000079450	X	123103495	123188795	Cldn34c1	protein_coding
ENSMUSG00000109754	8	85730816	85765095	Gm45423	lincRNA
ENSMUSG00000031703	8	85717578	85840921	Itfg1	protein_coding
ENSMUSG00000056268	1	138963435	139178960	Dennd1b	protein_coding
ENSMUSG00000052151	10	79526430	79533787	Plpp2	protein_coding
ENSMUSG00000030825	7	45554893	45567752	Hsd17b14	protein_coding
ENSMUSG00000100040	1	118810136	118810453	Gm28467	processed_pseudogene
ENSMUSG00000111173	10	18565487	18565955	RP23-426E11.3	processed_pseudogene
ENSMUSG00000106033	5	145595796	145595960	Gm43381	processed_pseudogene
ENSMUSG00000105474	5	145623085	145623367	Gm20159	processed_pseudogene
ENSMUSG00000043300	3	69574158	69598960	B3galnt1	protein_coding
ENSMUSG00000106040	5	145624092	145633993	Cyp3a63-ps	unprocessed_pseudogene
ENSMUSG00000025607	6	30747554	30896794	Copg2	protein_coding
ENSMUSG00000044221	5	88659448	88676171	Grsf1	protein_coding
ENSMUSG00000021708	13	91880400	92131656	Rasgrf2	protein_coding
ENSMUSG00000057400	8	93099015	93131283	Ces1c	protein_coding
ENSMUSG00000075551	5	145694049	145720136	Cyp3a41a	protein_coding
ENSMUSG00000030048	6	87383256	87388935	Gkn3	protein_coding
ENSMUSG00000028621	4	107066988	107088268	Cyb5rl	protein_coding
ENSMUSG00000079215	5	124862691	124902693	Zfp664	protein_coding
ENSMUSG00000030708	7	100501716	100514960	Dnajb13	protein_coding
ENSMUSG00000049130	7	16246743	16259540	C5ar1	protein_coding
ENSMUSG00000081048	4	74044388	74045183	Gm11760	processed_pseudogene
ENSMUSG00000047960	16	59025797	59030291	Olfr186	protein_coding
ENSMUSG00000076840	14	53554022	53554558	Trav14-1	TR_V_gene
ENSMUSG00000027673	3	32736990	32751566	Ndufb5	protein_coding
ENSMUSG00000094016	14	53559632	53560247	Trav15-1-dv6-1	TR_V_gene
ENSMUSG00000092164	6	139492973	139501976	Rergl	protein_coding
ENSMUSG00000051900	7	120409647	120544813	Abca16	protein_coding
ENSMUSG00000105661	5	145760545	145760706	Gm43626	processed_pseudogene
ENSMUSG00000109958	7	142095758	142125189	Gm45377	bidirectional_promoter_lncRNA
ENSMUSG00000092552	6	90235689	90236273	Gm4287	processed_pseudogene
ENSMUSG00000037887	7	142079490	142095843	Dusp8	protein_coding
ENSMUSG00000073627	1	86359574	86373791	C130036L24Rik	processed_transcript
ENSMUSG00000107679	6	139555559	139557611	Gm44272	lincRNA
ENSMUSG00000099754	6	90242272	90243214	Vmn1r-ps34	unprocessed_pseudogene
ENSMUSG00000033685	7	100493337	100502020	Ucp2	protein_coding
ENSMUSG00000102342	3	69661766	69662162	Gm37380	processed_pseudogene
ENSMUSG00000054417	5	145773983	145805874	Cyp3a44	protein_coding
ENSMUSG00000108147	6	139575924	139577205	4930443G03Rik	TEC
ENSMUSG00000031997	9	8544142	8680741	Trpc6	protein_coding
ENSMUSG00000073085	X	76393350	76397979	Cldn34b4	protein_coding
ENSMUSG00000104738	14	53586500	53586964	Trav3-2	TR_V_pseudogene
ENSMUSG00000108555	7	80344082	80347993	Gm18310	TEC
ENSMUSG00000032181	9	75643189	75684056	Scg3	protein_coding
ENSMUSG00000047203	6	90269106	90270053	Vmn1r54	protein_coding
ENSMUSG00000031360	X	162901238	163032508	Ctps2	protein_coding
ENSMUSG00000081648	2	23202033	23203683	Gm13423	processed_pseudogene
ENSMUSG00000019432	17	35241746	35253707	Ddx39b	protein_coding
ENSMUSG00000110510	1	86377100	86378276	RP23-403I3.7	processed_pseudogene
ENSMUSG00000075379	2	37002163	37009335	Olfr358	protein_coding
ENSMUSG00000068969	3	69716940	69717445	Rpl32-ps	processed_pseudogene
ENSMUSG00000090682	1	46011757	46012020	Gm3852	processed_pseudogene
ENSMUSG00000109859	7	142120070	142120729	Gm45618	protein_coding
ENSMUSG00000109326	7	120504658	120513772	Gm9165	processed_pseudogene
ENSMUSG00000109592	7	142111656	142112413	Gm45417	unprocessed_pseudogene
ENSMUSG00000103391	1	160604115	160606190	Gm38302	TEC
ENSMUSG00000108119	6	90296222	90299333	Gm43891	TEC
ENSMUSG00000104302	1	160264324	160443072	Gm36975	antisense
ENSMUSG00000073775	4	108847785	108849413	Kti12	protein_coding
ENSMUSG00000094966	14	53590857	53591514	Trav9-2	TR_V_gene
ENSMUSG00000081737	2	37019271	37020196	Olfr359-ps1	unprocessed_pseudogene
ENSMUSG00000095005	X	123210420	123213303	Astx6	lincRNA
ENSMUSG00000103522	1	160315344	160316495	9430087J23Rik	TEC
ENSMUSG00000028567	4	108834601	108862127	Txndc12	protein_coding
ENSMUSG00000103693	1	160321686	160327078	Gm37529	sense_intronic
ENSMUSG00000004098	9	20770050	20815067	Col5a3	protein_coding
ENSMUSG00000081174	2	37036024	37036432	Gm13439	processed_pseudogene
ENSMUSG00000103432	1	160608955	160612450	6720464F23Rik	TEC
ENSMUSG00000111602	9	8644073	8740988	RP24-250L13.2	lincRNA
ENSMUSG00000002266	7	6671269	6696450	Zim1	protein_coding
ENSMUSG00000081821	X	155477096	155477665	Gm15158	processed_pseudogene
ENSMUSG00000091577	13	103159795	103164069	Gm6211	transcribed_processed_pseudogene
ENSMUSG00000101826	1	57518523	57519412	Gm8581	processed_pseudogene
ENSMUSG00000080760	6	147173481	147175116	Gm7571	processed_pseudogene
ENSMUSG00000083361	2	37065746	37069265	Olfr360	protein_coding
ENSMUSG00000103392	3	10321712	10335681	Gm38303	protein_coding
ENSMUSG00000049694	6	90301219	90305449	BC048671	protein_coding
ENSMUSG00000099922	1	59378930	59392299	Gm29016	lincRNA
ENSMUSG00000091906	13	102760255	102761896	1700099I09Rik	antisense
ENSMUSG00000102685	1	57520831	57523642	Gm37373	TEC
ENSMUSG00000032359	9	90054152	90076089	Ctsh	protein_coding
ENSMUSG00000027531	3	10311956	10331439	Impa1	protein_coding
ENSMUSG00000104502	1	59447865	59449502	Gm37737	TEC
ENSMUSG00000046755	11	91575315	91577558	Kif2b	protein_coding
ENSMUSG00000090329	13	102762435	102764785	Gm17160	antisense
ENSMUSG00000026237	1	86386303	86426228	Nmur1	protein_coding
ENSMUSG00000091811	7	16272013	16273617	Inafm1	protein_coding
ENSMUSG00000101523	1	156524012	156526664	Gm10031	protein_coding
ENSMUSG00000055891	3	107553687	107555073	Ubl4b	protein_coding
ENSMUSG00000036863	3	145987870	146021720	Syde2	protein_coding
ENSMUSG00000085600	6	147180244	147208285	E330012B07Rik	lincRNA
ENSMUSG00000025651	9	108936633	108949623	Uqcrc1	protein_coding
ENSMUSG00000081175	X	76538909	76539538	Gm5793	unprocessed_pseudogene
ENSMUSG00000037784	9	99629496	99669256	Dzip1l	protein_coding
ENSMUSG00000025497	7	141269083	141276786	Cdhr5	protein_coding
ENSMUSG00000084776	X	123253138	123260815	Gm14951	lincRNA
ENSMUSG00000030730	7	126445858	126463108	Atp2a1	protein_coding
ENSMUSG00000101166	7	44246726	44262720	Gm28496	processed_transcript
ENSMUSG00000081630	11	91830442	91831390	Gm11498	processed_pseudogene
ENSMUSG00000037531	3	32725397	32737605	Mrpl47	protein_coding
ENSMUSG00000034751	13	102732486	103334497	Mast4	protein_coding
ENSMUSG00000093966	14	53598828	53599410	Trav4-3	TR_V_gene
ENSMUSG00000081363	11	92770031	92770973	Gm11500	processed_pseudogene
ENSMUSG00000085481	1	139133891	139134665	Gm16304	processed_pseudogene
ENSMUSG00000102451	1	139082862	139086984	Gm37655	TEC
ENSMUSG00000104900	1	138977656	138979246	4930596I21Rik	sense_intronic
ENSMUSG00000086021	6	147242527	147243801	Gm15767	lincRNA
ENSMUSG00000012777	7	44252148	44257378	Acpt	protein_coding
ENSMUSG00000105146	3	146038445	146039840	Gm43861	lincRNA
ENSMUSG00000028851	4	133532542	133545996	Nudc	protein_coding
ENSMUSG00000026809	2	28692080	28699727	Spaca9	protein_coding
ENSMUSG00000104436	1	138968510	138971851	Gm37423	processed_transcript
ENSMUSG00000111037	9	56798962	56801261	RP24-247A8.2	lincRNA
ENSMUSG00000102626	1	138983864	138984497	Gm18553	processed_pseudogene
ENSMUSG00000086483	4	108942843	108972077	8030443G20Rik	antisense
ENSMUSG00000105936	1	139070213	139072684	Gm43544	TEC
ENSMUSG00000081141	11	92792699	92793279	Gm11501	processed_pseudogene
ENSMUSG00000082699	4	108933573	108933808	Gm12736	processed_pseudogene
ENSMUSG00000013701	14	32180162	32201898	Timm23	protein_coding
ENSMUSG00000108686	7	66190555	66190837	Gm45080	processed_pseudogene
ENSMUSG00000003411	4	108879063	108943324	Rab3b	protein_coding
ENSMUSG00000066592	9	59145677	59146210	Gm7589	processed_pseudogene
ENSMUSG00000103590	3	32721777	32722089	Gm37353	TEC
ENSMUSG00000028292	4	34614957	34660167	Rars2	protein_coding
ENSMUSG00000051998	1	133679091	133690108	Lax1	protein_coding
ENSMUSG00000042707	4	125055338	125065703	Dnali1	protein_coding
ENSMUSG00000110789	9	59191410	59235071	RP23-325P15.2	lincRNA
ENSMUSG00000000530	15	101128522	101145336	Acvrl1	protein_coding
ENSMUSG00000087376	7	44261447	44261891	Gm15517	protein_coding
ENSMUSG00000105218	5	99730854	99753973	Gm43248	lincRNA
ENSMUSG00000027671	3	32706298	32726973	Actl6a	protein_coding
ENSMUSG00000040907	7	24978167	25005958	Atp1a3	protein_coding
ENSMUSG00000102176	9	75666652	75667339	Gm37871	TEC
ENSMUSG00000054457	2	162661163	162667109	9430021M05Rik	processed_transcript
ENSMUSG00000028792	4	128991958	129011529	Ak2	protein_coding
ENSMUSG00000073043	6	64729125	64731245	Atoh1	protein_coding
ENSMUSG00000087536	2	162679455	162680529	Gm14246	lincRNA
ENSMUSG00000085754	3	103771952	103789402	Gm15886	antisense
ENSMUSG00000110282	7	133116534	133120271	B930086L07Rik	TEC
ENSMUSG00000082296	2	162805590	162805922	Gm11450	processed_pseudogene
ENSMUSG00000028869	4	125016585	125055380	Gnl2	protein_coding
ENSMUSG00000045411	7	44246722	44252319	2410002F23Rik	protein_coding
ENSMUSG00000048776	6	147252101	147264183	Pthlh	protein_coding
ENSMUSG00000086030	2	162867079	162868194	Gm14255	lincRNA
ENSMUSG00000027939	3	90104132	90212048	Nup210l	protein_coding
ENSMUSG00000030967	7	132931142	132986391	Zranb1	protein_coding
ENSMUSG00000107232	5	77465488	77468851	1700017L05Rik	lincRNA
ENSMUSG00000104874	3	103781914	103782979	Gm43387	sense_intronic
ENSMUSG00000108233	6	134835844	134836252	Gm44084	processed_pseudogene
ENSMUSG00000083567	2	162898894	162899523	Gm11451	processed_pseudogene
ENSMUSG00000105229	3	103765695	103767116	Gm43149	sense_intronic
ENSMUSG00000106906	5	77434034	77473219	Gm34728	lincRNA
ENSMUSG00000084942	14	20398359	20398930	7330404K18Rik	antisense
ENSMUSG00000058921	3	10331734	10335656	Slc10a5	protein_coding
ENSMUSG00000032652	6	134830154	134858931	Crebl2	protein_coding
ENSMUSG00000082514	2	162907924	162908613	Gm11452	processed_pseudogene
ENSMUSG00000030727	7	126428759	126449245	Rabep2	protein_coding
ENSMUSG00000008730	3	103739815	103791563	Hipk1	protein_coding
ENSMUSG00000039543	14	20394190	20452226	Cfap70	protein_coding
ENSMUSG00000014603	3	107595031	107605776	Alx3	protein_coding
ENSMUSG00000086322	4	134243662	134245873	E130218I03Rik	protein_coding
ENSMUSG00000105680	12	115526351	115526959	Gm18340	processed_pseudogene
ENSMUSG00000110091	7	142135336	142136034	Gm39115	protein_coding
ENSMUSG00000075602	15	74994877	74998031	Ly6a	protein_coding
ENSMUSG00000110061	7	142143341	142144607	Gm45337	protein_coding
ENSMUSG00000016921	2	162931528	162937121	Srsf6	protein_coding
ENSMUSG00000066151	4	62300342	62360548	Fkbp15	protein_coding
ENSMUSG00000086633	1	130269950	130281258	Gm16081	lincRNA
ENSMUSG00000084804	4	138137595	138138518	1700095J12Rik	antisense
ENSMUSG00000026848	2	30952959	30959015	Tor1b	protein_coding
ENSMUSG00000109655	7	142156454	142157113	Gm29735	protein_coding
ENSMUSG00000040525	7	19778881	19796809	Cblc	protein_coding
ENSMUSG00000106985	5	77485727	77494361	Gm42761	lincRNA
ENSMUSG00000087657	7	132597387	132599637	Gm16764	antisense
ENSMUSG00000090471	7	142164696	142165739	Gm4553	protein_coding
ENSMUSG00000061518	1	36691484	36693681	Cox5b	protein_coding
ENSMUSG00000080934	4	125019500	125019823	Gm12931	processed_pseudogene
ENSMUSG00000083115	2	28807708	28807831	Gm13386	processed_pseudogene
ENSMUSG00000006273	8	69088646	69113711	Atp6v1b2	protein_coding
ENSMUSG00000104649	3	90126767	90127057	Gm43712	unprocessed_pseudogene
ENSMUSG00000082796	2	28793350	28793569	Gm13385	processed_pseudogene
ENSMUSG00000110159	7	132837698	132840223	Gm45501	TEC
ENSMUSG00000054759	7	142174535	142176005	Krtap5-2	protein_coding
ENSMUSG00000015133	7	66226912	66388350	Lrrk1	protein_coding
ENSMUSG00000091238	16	38569323	38573300	Gm17103	antisense
ENSMUSG00000026807	2	28700164	28813165	Ak8	protein_coding
ENSMUSG00000083362	X	155504037	155504924	Gm8606	processed_pseudogene
ENSMUSG00000031785	8	94974751	95014217	Adgrg1	protein_coding
ENSMUSG00000013668	7	131137713	131146314	4933402N03Rik	protein_coding
ENSMUSG00000002845	16	38558698	38592162	Tmem39a	protein_coding
ENSMUSG00000029434	5	123528659	123573038	Vps33a	protein_coding
ENSMUSG00000101151	1	57561298	57564051	Gm17929	processed_pseudogene
ENSMUSG00000052423	1	171270328	171276896	B4galt3	protein_coding
ENSMUSG00000109066	7	131674431	131674882	Gm4585	processed_pseudogene
ENSMUSG00000021057	12	76324891	76334153	Akap5	protein_coding
ENSMUSG00000108858	7	132483658	132484294	Gm4587	processed_pseudogene
ENSMUSG00000026774	2	23207476	23267129	4931423N10Rik	protein_coding
ENSMUSG00000109399	7	131440471	131440941	Gm44982	sense_intronic
ENSMUSG00000085663	7	132979582	132983552	Gm15718	antisense
ENSMUSG00000045022	13	98984085	98984565	1700024P04Rik	protein_coding
ENSMUSG00000109225	7	130653128	130654392	4930513N20Rik	TEC
ENSMUSG00000030770	7	112427505	112591692	Parva	protein_coding
ENSMUSG00000029660	5	149439660	149470979	Tex26	protein_coding
ENSMUSG00000037892	3	49743296	49757325	Pcdh18	protein_coding
ENSMUSG00000083582	1	121507585	121507803	Gm15393	processed_pseudogene
ENSMUSG00000030934	7	132557478	132576398	Oat	protein_coding
ENSMUSG00000045620	9	56848659	56864679	Odf3l1	protein_coding
ENSMUSG00000054717	8	57511907	57515999	Hmgb2	protein_coding
ENSMUSG00000080725	X	26912743	26935697	Gm6121	protein_coding
ENSMUSG00000028840	4	134243289	134245592	Zfp593	protein_coding
ENSMUSG00000081130	1	121520583	121521047	Gm8217	processed_pseudogene
ENSMUSG00000050534	1	121509842	121528465	Htr5b	protein_coding
ENSMUSG00000035576	2	162943472	162974522	L3mbtl1	protein_coding
ENSMUSG00000084098	2	23235236	23235739	Gm13422	processed_pseudogene
ENSMUSG00000107870	6	139830387	139830551	Gm43940	TEC
ENSMUSG00000103951	6	139776430	139778320	Gm37269	TEC
ENSMUSG00000081023	6	147271837	147272649	Gm15766	processed_pseudogene
ENSMUSG00000105084	5	108598521	108600626	Gm43365	TEC
ENSMUSG00000100492	Y	89222067	89225296	Gm28672	lincRNA
ENSMUSG00000087690	15	101129916	101131592	Gm16031	antisense
ENSMUSG00000104593	12	115532056	115532485	Ighv1-65	IG_V_pseudogene
ENSMUSG00000055835	8	111643401	111671011	Zfp1	protein_coding
ENSMUSG00000106473	5	145818761	145835195	Gm19089	unprocessed_pseudogene
ENSMUSG00000030228	6	139587221	139969284	Pik3c2g	protein_coding
ENSMUSG00000018648	11	84048041	84069261	Dusp14	protein_coding
ENSMUSG00000104704	5	123561525	123561987	Gm43133	TEC
ENSMUSG00000062234	5	108569411	108629755	Gak	protein_coding
ENSMUSG00000099398	19	11301249	11314454	Ms4a14	protein_coding
ENSMUSG00000079525	X	76582610	76602924	Cldn34d	protein_coding
ENSMUSG00000005374	5	135149657	135165760	Tbl2	protein_coding
ENSMUSG00000100410	13	99076526	99087921	2310020H05Rik	lincRNA
ENSMUSG00000089995	8	69044754	69063422	Gm15716	antisense
ENSMUSG00000100135	2	45156925	45168467	Gm28643	lincRNA
ENSMUSG00000036330	8	69037711	69089235	Slc18a1	protein_coding
ENSMUSG00000040205	7	131308554	131322292	Cuzd1	protein_coding
ENSMUSG00000100403	Y	89328773	89329468	Gm21838	unprocessed_pseudogene
ENSMUSG00000067870	15	90764279	90764656	Rpl31-ps8	processed_pseudogene
ENSMUSG00000056158	11	93098028	93601749	Car10	protein_coding
ENSMUSG00000044457	1	46020072	46030469	Stk-ps2	transcribed_processed_pseudogene
ENSMUSG00000049969	4	10988662	11007927	Plekhf2	protein_coding
ENSMUSG00000099982	Y	89391528	89394761	Gm28670	lincRNA
ENSMUSG00000104815	14	53614945	53615224	Trav5-2	TR_V_pseudogene
ENSMUSG00000089630	16	45533124	45534489	Gm6903	processed_pseudogene
ENSMUSG00000107164	5	149441861	149443581	4933425D22Rik	sense_intronic
ENSMUSG00000108883	7	131385513	131385946	Gm44623	antisense
ENSMUSG00000030046	6	87428994	87437677	Bmp10	protein_coding
ENSMUSG00000103772	1	180376444	180379514	Gm36933	TEC
ENSMUSG00000055676	1	180326970	180330550	Gm5069	transcribed_processed_pseudogene
ENSMUSG00000109014	7	131824013	131883856	Gm44546	lincRNA
ENSMUSG00000050919	13	99184823	99247037	Zfp366	protein_coding
ENSMUSG00000062729	1	171275990	171281186	Ppox	protein_coding
ENSMUSG00000066975	5	112246493	112252518	Cryba4	protein_coding
ENSMUSG00000066101	7	142189427	142190389	Gm10153	protein_coding
ENSMUSG00000082988	7	130352038	130354362	Gm5903	processed_pseudogene
ENSMUSG00000084932	X	155622789	155623361	Gm15156	antisense
ENSMUSG00000108910	7	131401236	131402796	Gm44625	TEC
ENSMUSG00000103123	1	180372669	180373540	Gm37390	TEC
ENSMUSG00000000581	11	17257579	17269176	C1d	protein_coding
ENSMUSG00000109555	7	132311856	132314078	Gm44891	TEC
ENSMUSG00000041552	X	155573455	155623814	Ptchd1	protein_coding
ENSMUSG00000038855	1	180330485	180424802	Itpkb	protein_coding
ENSMUSG00000082824	X	76631434	76632151	Gm14716	processed_pseudogene
ENSMUSG00000027331	2	118814003	118853957	Knstrn	protein_coding
ENSMUSG00000105599	12	115546069	115546397	Gm9238	processed_pseudogene
ENSMUSG00000040177	7	131338220	131362759	2310057M21Rik	protein_coding
ENSMUSG00000046248	7	142201364	142203015	Krtap5-3	protein_coding
ENSMUSG00000104716	5	5567328	5567757	Gm30652	processed_pseudogene
ENSMUSG00000067869	15	90882615	90883518	Tcea1-ps1	processed_pseudogene
ENSMUSG00000015668	X	100622883	100626568	Pdzd11	protein_coding
ENSMUSG00000109119	7	66309195	66312499	Gm44752	antisense
ENSMUSG00000083810	X	76737639	76738818	Gm14713	processed_pseudogene
ENSMUSG00000073786	7	142211859	142212590	Gm7579	protein_coding
ENSMUSG00000050818	11	58527186	58534836	Olfr330	protein_coding
ENSMUSG00000109581	7	142223521	142224766	Gm19094	processed_pseudogene
ENSMUSG00000096656	14	53616315	53616914	Trav12-2	TR_V_gene
ENSMUSG00000080962	2	162982255	162983261	Gm11453	processed_pseudogene
ENSMUSG00000018238	11	53431023	53437904	Gdf9	protein_coding
ENSMUSG00000085049	7	112526972	112535683	Parvaos	antisense
ENSMUSG00000073234	5	5573799	5576203	Gm8773	protein_coding
ENSMUSG00000104388	1	180357649	180364998	Gm37033	TEC
ENSMUSG00000073785	7	142228795	142229971	Krtap5-5	protein_coding
ENSMUSG00000107424	6	64878459	64879128	Gm18839	processed_pseudogene
ENSMUSG00000041075	1	59482424	59486955	Fzd7	protein_coding
ENSMUSG00000034647	17	65967501	66077089	Ankrd12	protein_coding
ENSMUSG00000083501	11	58532820	58533103	Gm12255	processed_pseudogene
ENSMUSG00000111769	9	83921709	83925022	RP23-218I3.4	lincRNA
ENSMUSG00000099432	1	46056310	46058986	Gm18849	unprocessed_pseudogene
ENSMUSG00000007097	1	172271709	172298064	Atp1a2	protein_coding
ENSMUSG00000110324	7	142240344	142241078	RP23-346N11.5	protein_coding
ENSMUSG00000036574	1	86426329	86428052	1700019O17Rik	protein_coding
ENSMUSG00000100287	15	75007303	75024410	Gm28068	lincRNA
ENSMUSG00000097819	1	59488480	59492605	Gm26813	lincRNA
ENSMUSG00000020022	10	94198955	94221443	Ndufa12	protein_coding
ENSMUSG00000110254	7	142250822	142251538	RP23-346N11.6	unprocessed_pseudogene
ENSMUSG00000106428	6	70405701	70405934	Gm42667	IG_V_pseudogene
ENSMUSG00000100036	Y	89473657	89474348	Gm28671	unprocessed_pseudogene
ENSMUSG00000083482	X	76919856	76920110	Gm14706	processed_pseudogene
ENSMUSG00000073733	4	141213956	141226756	Rsg1	protein_coding
ENSMUSG00000089731	7	142280268	142280939	Gm10013	unprocessed_pseudogene
ENSMUSG00000095170	12	115567149	115567591	Ighv8-11	IG_V_gene
ENSMUSG00000043357	16	59035563	59039767	Olfr187	protein_coding
ENSMUSG00000109578	7	120553156	120556999	Gm16475	transcribed_unprocessed_pseudogene
ENSMUSG00000081697	X	76980706	76981144	Gm14714	processed_pseudogene
ENSMUSG00000002731	2	76629898	76648015	Prkra	protein_coding
ENSMUSG00000109936	7	142283210	142290418	RP23-145I16.5	lincRNA
ENSMUSG00000044469	17	56162477	56173955	Tnfaip8l1	protein_coding
ENSMUSG00000109899	8	57520157	57520886	Gm6012	processed_pseudogene
ENSMUSG00000055817	17	83706163	83821516	Mta3	protein_coding
ENSMUSG00000034311	X	100625737	100727214	Kif4	protein_coding
ENSMUSG00000017868	2	162987330	163014127	Sgk2	protein_coding
ENSMUSG00000056459	12	76347782	76369602	Zbtb25	protein_coding
ENSMUSG00000098175	6	86284887	86285894	Gm7545	processed_pseudogene
ENSMUSG00000066100	7	142296334	142297118	Krtap5-1	protein_coding
ENSMUSG00000025235	9	59321990	59353508	Bbs4	protein_coding
ENSMUSG00000070002	8	70539457	70592858	Ell	protein_coding
ENSMUSG00000108870	7	132420030	132423713	Gm44893	lincRNA
ENSMUSG00000044141	7	120597625	120598475	E130201H02Rik	processed_pseudogene
ENSMUSG00000109304	7	120629762	120634886	Gm45112	TEC
ENSMUSG00000072940	6	86334031	86334240	Gm10443	processed_pseudogene
ENSMUSG00000108911	7	120624249	120624413	Gm45113	processed_pseudogene
ENSMUSG00000109113	7	120593151	120629769	Gm32916	lincRNA
ENSMUSG00000040167	7	131388652	131410521	Ikzf5	protein_coding
ENSMUSG00000107819	6	86351851	86352984	Gm18862	unprocessed_pseudogene
ENSMUSG00000045236	7	142303549	142304594	Krtap5-4	protein_coding
ENSMUSG00000037962	5	125003221	125012547	Rflna	protein_coding
ENSMUSG00000029681	5	135168283	135181855	Bcl7b	protein_coding
ENSMUSG00000047652	5	77511178	77511748	Pea15b	transcribed_processed_pseudogene
ENSMUSG00000030301	6	147475828	147632612	Ccdc91	protein_coding
ENSMUSG00000067367	5	38220470	38234306	Lyar	protein_coding
ENSMUSG00000101605	11	105994675	106005443	Ace3	protein_coding
ENSMUSG00000038058	6	54923949	54972612	Nod1	protein_coding
ENSMUSG00000019579	17	56175744	56183920	Mydgf	protein_coding
ENSMUSG00000104210	1	180473355	180477087	Gm37984	TEC
ENSMUSG00000043020	3	146040526	146108130	Wdr63	protein_coding
ENSMUSG00000053963	1	180432387	180483504	Stum	protein_coding
ENSMUSG00000093984	X	26990271	27011645	Gm7365	unprocessed_pseudogene
ENSMUSG00000028612	4	107827896	107830844	Lrp8os1	antisense
ENSMUSG00000094797	6	70406469	70406992	Igkv6-15	IG_V_gene
ENSMUSG00000025236	9	59291558	59324052	Adpgk	protein_coding
ENSMUSG00000106915	5	120255258	120256391	Gm42655	TEC
ENSMUSG00000101082	15	75025294	75025507	Gm28069	unprocessed_pseudogene
ENSMUSG00000107141	5	120339500	120345968	Gm42654	lincRNA
ENSMUSG00000028613	4	107802261	107876840	Lrp8	protein_coding
ENSMUSG00000101402	Y	89607659	89610894	Gm28673	lincRNA
ENSMUSG00000064252	11	58542447	58544938	Olfr329-ps	protein_coding
ENSMUSG00000100574	Y	89636206	89639438	Gm28674	lincRNA
ENSMUSG00000111282	9	46239841	46242032	RP24-302M3.5	TEC
ENSMUSG00000074373	9	46242621	46243529	Gm10680	antisense
ENSMUSG00000086636	11	62522741	62523542	Gm12949	antisense
ENSMUSG00000098649	5	120419659	120431767	Gm27199	antisense
ENSMUSG00000106624	6	70408631	70409974	Gm8853	processed_pseudogene
ENSMUSG00000027794	3	55182028	55209957	Sohlh2	protein_coding
ENSMUSG00000032080	9	46240696	46243459	Apoa4	protein_coding
ENSMUSG00000029595	5	120431699	120441223	Lhx5	protein_coding
ENSMUSG00000029658	5	149528679	149611894	Wdr95	protein_coding
ENSMUSG00000066979	7	131560222	131571895	Bub3	protein_coding
ENSMUSG00000086050	11	117257649	117263437	Gm16045	antisense
ENSMUSG00000080717	16	97997323	98010000	B230307C23Rik	protein_coding
ENSMUSG00000007850	11	50376990	50386528	Hnrnph1	protein_coding
ENSMUSG00000051329	2	90677215	90736328	Nup160	protein_coding
ENSMUSG00000097874	16	97994601	97997419	C030010L15Rik	antisense
ENSMUSG00000059248	11	117199661	117362325	Sept9	protein_coding
ENSMUSG00000109644	7	45567794	45575327	0610005C13Rik	antisense
ENSMUSG00000031232	X	105968084	106011906	Magt1	protein_coding
ENSMUSG00000032263	9	83925145	84124240	Bckdhb	protein_coding
ENSMUSG00000057654	11	58550854	58555636	Olfr328	protein_coding
ENSMUSG00000024672	19	11321039	11336146	Ms4a7	protein_coding
ENSMUSG00000081830	2	45329232	45329465	Gm13475	processed_pseudogene
ENSMUSG00000085591	2	45357265	45404035	Gm13479	lincRNA
ENSMUSG00000029153	5	73322199	73341028	Ociad2	protein_coding
ENSMUSG00000053420	10	94293665	94298703	Gm4792	protein_coding
ENSMUSG00000031870	9	8899833	8968611	Pgr	protein_coding
ENSMUSG00000083510	2	45647191	45647603	Gm13478	processed_pseudogene
ENSMUSG00000072660	6	147438362	147476046	Gm6288	antisense
ENSMUSG00000001901	11	106008124	106034549	Kcnh6	protein_coding
ENSMUSG00000006058	11	96034885	96047430	Snf8	protein_coding
ENSMUSG00000107793	6	147529801	147531309	4933406L23Rik	TEC
ENSMUSG00000072477	6	70424162	70424433	Gm10360	IG_V_pseudogene
ENSMUSG00000086421	2	118829874	118834122	Gm14091	antisense
ENSMUSG00000101968	1	72984844	73025507	1700027A15Rik	antisense
ENSMUSG00000063316	11	101442298	101445529	Rpl27	protein_coding
ENSMUSG00000103545	13	99641974	99642803	1700012J22Rik	TEC
ENSMUSG00000017858	2	163017354	163046141	Ift52	protein_coding
ENSMUSG00000022974	16	91014037	91044543	Paxbp1	protein_coding
ENSMUSG00000026182	1	73015074	73015909	Tnp1	protein_coding
ENSMUSG00000045350	15	99918348	99967075	Fam186a	protein_coding
ENSMUSG00000111757	9	84009139	84024817	RP23-44C21.2	antisense
ENSMUSG00000078932	15	91199494	91260894	CN725425	protein_coding
ENSMUSG00000101077	9	83965984	83967007	Gm29164	processed_pseudogene
ENSMUSG00000036339	14	48446128	48515135	Tmem260	protein_coding
ENSMUSG00000034171	4	115967145	116017926	Faah	protein_coding
ENSMUSG00000056035	5	145854426	145879964	Cyp3a11	protein_coding
